 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3     A2        A3        A4        TT    
  22    1.9803    0.0000    0.0000   -0.0023      500      199      0.80     9601       87   41.2058  -29.6825  -55.7350   11.8001 
  23    1.9853    0.0001    0.0000   -0.0023      500      184      0.78     9737       78   41.2058  -29.7575  -55.8875   11.8003 
  24    1.9904    0.0001    0.0000   -0.0023      500      185      0.85    11255       83   41.2058  -29.8350  -56.0425   11.8002 
  25    1.9953    0.0000    0.0000   -0.0023      500      191      0.78    10912       99   41.2058  -29.9125  -56.1950   11.8001 
  26    2.0003    0.0001    0.0000   -0.0023      500      174      0.86    12486       94   41.2058  -29.9875  -56.3475   11.8001 
  27    2.0053    0.0001    0.0000   -0.0023      500      173      0.79    11826       91   41.2058  -30.0650  -56.5025   11.8001 
  28    2.0103    0.0000    0.0000   -0.0023      500      193      0.80    12394       99   41.2058  -30.1425  -56.6550   11.8003 
  29    2.0154    0.0000    0.0000   -0.0023      500      203      0.80    12496       88   41.2058  -30.2200  -56.8100   11.8002 
  30    2.0203    0.0001    0.0000   -0.0023      500      215      0.81    12628       66   41.2058  -30.2950  -56.9625   11.8002 
  31    2.0253    0.0001    0.0000   -0.0023      500      215      0.84    12896       84   41.2058  -30.3725  -57.1175   11.8001 
  32    2.0303    0.0000    0.0000   -0.0023      500      205      0.85    12558       76   41.2058  -30.4500  -57.2700   11.8001 
  33    2.0353    0.0000    0.0000   -0.0023      500      184      0.84    12367       59   41.2058  -30.5275  -57.4250   11.8001 
  34    2.0403    0.0000    0.0000   -0.0023      500      172      0.77    10728       75   41.2058  -30.6050  -57.5775   11.8001 
  35    2.0453    0.0001    0.0000   -0.0023      500      182      0.79    10378       58   41.2058  -30.6800  -57.7325   11.8002 
  36    2.0503    0.0001    0.0000   -0.0023      500      191      0.80     9767       61   41.2058  -30.7575  -57.8875   11.8002 
  37    2.0553    0.0001    0.0000   -0.0023      500      188      0.78     8804       48   41.2058  -30.8350  -58.0425   11.8001 
  38    2.0603    0.0001    0.0000   -0.0023      500      170      0.78     8149       44   41.2058  -30.9125  -58.1975   11.8000 
  39    2.0653    0.0001    0.0000   -0.0023      500      192      0.79     7016       47   41.2058  -30.9900  -58.3525   11.8003 
  40    2.0703    0.0001    0.0000   -0.0023      500      185      0.71     5080       34   41.2058  -31.0675  -58.5075   11.8001 
  41    2.0753    0.0001    0.0000   -0.0023      500      208      0.81     4537       33   41.2058  -31.1450  -58.6625   11.8002 
  42    2.0803    0.0001    0.0000   -0.0023      500      213      0.79     3016       27   41.2058  -31.2225  -58.8175   11.8001 
  43    2.0853    0.0001    0.0000   -0.0023      500      189      0.83     1975       18   41.2058  -31.3000  -58.9725   11.8003 
  44    2.0903    0.0001    0.0000   -0.0023      500      225      0.80     1004       21   41.2058  -31.3775  -59.1275   11.8002 
  45    2.0953    0.0001    0.0000   -0.0023      500      183      0.80      548       12   41.2058  -31.4550  -59.2825   11.8003 
  46    2.1003    0.0001    0.0000   -0.0023      500      181      0.82      325        8   41.2058  -31.5350  -59.4400   11.8002 
  47    2.1053    0.0001    0.0000   -0.0023      500      166      0.79      204        5   41.2058  -31.6125  -59.5950   11.8001 
  48    2.1103    0.0001    0.0000   -0.0023      500      203      0.85      115        6   41.2058  -31.6900  -59.7500   11.8002 
  49    2.1153    0.0001    0.0000   -0.0023      500      177      0.78       45        4   41.2058  -31.7675  -59.9050   11.8001 
  50    2.1203    0.0001    0.0000   -0.0023      500      195      0.81       35        1   41.2058  -31.8450  -60.0625   11.8001 
  51    2.1253    0.0001    0.0000   -0.0023      500      169      0.78       21        1   41.2058  -31.9250  -60.2200   11.8001 
